No.,企業名,カテゴリ,運営会社,都道府県,住所詳細,担当部署,代表電話,メールアドレス,公式URL,規模・店舗数,主要サービス,営業状況,PRTIMES掲載実績,収集状況,備考
4936,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4937,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4938,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4939,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4940,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4941,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4942,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4943,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4944,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4945,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4946,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4947,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4948,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4949,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4950,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4951,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4952,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4953,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4954,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4955,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4956,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4957,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4958,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4959,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4960,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4961,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4962,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4963,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4964,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4965,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4966,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4967,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4968,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4969,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4970,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4971,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4972,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4973,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4974,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
4975,,美容整体・小顔矯正,,愛知県,,,,,,,美容整体 小顔矯正関連サービス,営業中（推定）,,未収集,収集元推奨: エキテン・ホットペッパービューティー / iタウンページ「整体」
